"study","title","latitude","longitude","methods","habitat","native_species","native_family","native_growth_cycle","invasive_species","invasive_family","invasive_growth_cycle","invasion_phase","MAT","MAP","fraction","source","index","units","depth","M_native","SD_native","N_native","M_invasive","SD_invasive","N_invasive","lnRR","depth_raw"
"R23","Invasion of Praxelis clematidea increases the chemically non-labile rather than labile soil organic carbon in a tropical savanna","19.05-19.17","108.47 - 108.49","field","n/a","Hyptissuavedens,Eragrostiszylindrica,Tridaxprocumbens,Borreriaarticularis,andFimbristylisfusca,aswellasseveralshrubs,suchasSidaalnifoliaandWaltheriaamerica.","n/a","n/a","Praxelisclematidea","AsteraceaeBercht.&J.Presl","annual","invasive",24.6,1019,"SOC","F1","SOC","g/kg","0-10",9.70623742454728,0.3622,NA,14.2334004024144,0.5795,NA,0.38219613,"0-10"
"R23","Invasion of Praxelis clematidea increases the chemically non-labile rather than labile soil organic carbon in a tropical savan","19.05-19.17","108.47 - 108.49","field","forest","Hyptissuavedens,Eragrostiszylindrica,Tridaxprocumbens,Borreriaarticularis,andFimbristylisfusca,aswellasseveralshrubs,suchasSidaalnifoliaandWaltheriaamerica.","n/a","n/a","Praxelisclematidea","AsteraceaeBercht.&J.Presl","annual","invasive",24.6,1019,"SOC","F1","SOC","g/kg","10-20",7.64185110663984,0.3622,NA,9.19919517102616,0.9779,NA,0.185805881,"10-20"
"R25","Methane production potential and methanogenic Methane production potential and methanogenic archaea community dynamics along the Spartina alterniflora invasion chronosequence in a coastal salt marsh","33.36","120.36","field","swamp","Suaedasalsa","Amaranthaceae","annual","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"SOC","T1","SOC","g C kg−1","0-20",2.1,0.18,3,12.37,0.11,3,1.773336842,"0-20"
"R27","Plant litter chemistry and microbial priming regulate the accrual, composition and stability of soil carbon in invaded ecosystems","42.24","72.31","field","n/a","n/a","n/a","n/a","Polygonumcuspidatum","Polygoceae","perennial","invasive",NA,NA,"SOC","F2","SOC","mg ha-1","0-5",24.3410852713178,1.8605,6,34.7286821705426,2.3255,6,0.355482779,"0-5"
"R27","Plant litter chemistry and microbial priming regulate the accrual, composition and stability of soil carbon in invaded ecosystems","42.24","72.31","field","n/a","n/a","n/a","n/a","Polygonumcuspidatum","Polygoceae","perennial","invasive",NA,NA,"SOC","F2","SOC","mg ha-1","5-10",17.0542635658914,0.9302,6,22.1705426356589,1.7054,6,0.26258982,"5-10"
"R27","Plant litter chemistry and microbial priming regulate the accrual, composition and stability of soil carbon in invaded ecosystems","42.24","72.31","field","n/a","n/a","n/a","n/a","Polygonumcuspidatum","Polygoceae","perennial","invasive",NA,NA,"SOC","F2","SOC","mg ha-1","10-15",16.7441860465116,0.6202,6,17.0542635658914,0.7752,6,0.018349139,"10-15"
"R27","Plant litter chemistry and microbial priming regulate the accrual, composition and stability of soil carbon in invaded ecosystems","34.41","82.53","field","n/a","n/a","n/a","n/a","Puerariamonta","Fabaceae","perennial","invasive",NA,NA,"SOC","F2","SOC","mg ha-1","0-5",47.906976744186,2.3256,6,32.4031007751938,2.6357,6,-0.391165828,"0-5"
"R27","Plant litter chemistry and microbial priming regulate the accrual, composition and stability of soil carbon in invaded ecosystems","34.41","82.53","field","n/a","n/a","n/a","n/a","Puerariamonta","Fabaceae","perennial","invasive",NA,NA,"SOC","F2","SOC","mg ha-1","5-10",23.4108527131782,0.4651,6,16.5891472868217,1.2403,6,-0.344363177,"5-10"
"R27","Plant litter chemistry and microbial priming regulate the accrual, composition and stability of soil carbon in invaded ecosystems","34.41","82.53","field","n/a","n/a","n/a","n/a","Puerariamonta","Fabaceae","perennial","invasive",NA,NA,"SOC","F2","SOC","mg ha-1","10-15",12.7131782945736,1.0853,6,11.0077519379844,0,6,-0.143585134,"10-15"
"R28","Response of the soil microbial community composition and biomass to a short-term Spartina alterniflora invasion in a coastal wetland of eastern China","32.3651-34.2832","119.5125-121.547","field","n/a","Suaedasalsa","Amaranthaceae","annual","S.alterniflora","Poaceae","perennial","invasive",13.8,1000,"SOC","T2","SOC","g/kg","0-30",3.63,0.24,9,0.52,0.03,9,-1.943159116,"0-30"
"R28","Response of the soil microbial community composition and biomass to a short-term Spartina alterniflora invasion in a coastal wetland of eastern China","32.3651-34.2832","119.5125-121.547","field","n/a","Phragmitesaustralis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",13.8,1000,"SOC","T2","SOC","g/kg","0-30",2.92,0.16,9,0.52,0.03,9,-1.725510084,"0-30"
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"SOC","T1","SOC","g/kg","n/a",27.04,0.56,3,20.13,1.95,3,-0.295106012,"n/a"
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"SOC","T1","SOC","g/kg","n/a",20.03,0.99,3,13.91,0.44,3,-0.364623144,"n/a"
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"SOC","T1","SOC","g/kg","n/a",23.86,0.64,3,24.16,0.58,3,0.012494956,"n/a"
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Avicenniamari (Forsk.)Vierh.","Acanthaceae","n/a","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"SOC","T1","SOC","g/kg","n/a",10.06,0.37,3,13.38,0.15,3,0.28519389,"n/a"
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Avicenniamari (Forsk.)Vierh.","Acanthaceae","n/a","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"SOC","T1","SOC","g/kg","n/a",19.63,0.35,3,20.61,0.35,3,0.048717387,"n/a"
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Avicenniamari (Forsk.)Vierh.","Acanthaceae","n/a","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"SOC","T1","SOC","g/kg","n/a",17.87,0.17,3,17.03,0.19,3,-0.048146834,"n/a"
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Phragmitesaustralis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"SOC","T1","SOC","g/kg","n/a",28.86,1.87,3,24.5,2.91,3,-0.163783436,"n/a"
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Phragmitesaustralis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"SOC","T1","SOC","g/kg","n/a",20.4,0.16,3,24.15,0.62,3,0.168749479,"n/a"
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Phragmitesaustralis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"SOC","T1","SOC","g/kg","n/a",19.94,0.17,3,19.49,0.17,3,-0.022826251,"n/a"
"R31","Seawall construction alters soil carbon and nitrogen dynamics and soil microbial biomass in an invasive Spartina alterniflora salt marsh in eastern China","32.59-33.03","120.47-120.53","field","n/a","Suaedasalsa","n/a","annual","S.alterniflora","Poaceae","perennial","invasive",14.1,1000,"SOC","F3","SOC","g/kg","0-10",9.61625282167042,0.8669,3,4.8216704288939,0.4334,3,-0.691070337,"0-10"
"R31","Seawall construction alters soil carbon and nitrogen dymics and soil microbial biomass in an invasive Spartina alterniflora salt marsh in eastern China","32.59-33.03","120.47-120.53","field","n/a","Suaedasalsa","n/a","annual","S.alterniflora","Poaceae","perennial","invasive",14.1,1000,"SOC","F3","SOC","g/kg","10-20",6.31151241534988,0.5418,3,2.60045146726862,0.0542,3,-0.886624232,"10-20"
"R31","Seawall construction alters soil carbon and nitrogen dymics and soil microbial biomass in an invasive Spartina alterniflora salt marsh in eastern China","32.59-33.03","120.47-120.53","field","n/a","Suaedasalsa","n/a","annual","S.alterniflora","Poaceae","perennial","invasive",14.1,1000,"SOC","F3","SOC","g/kg","20-30",5.01128668171557,0.5418,3,1.95033860045146,0.05418,3,-0.943606543,"20-30"
"R32","Species choice inmangrove reforestationmay influence the quantity and quality of long-term carbon sequestration and storage","23.45","116.43","field","Mangroveplantations,sandybeaches&mudflats","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","Sonneratiaapetala Buch.-Ham.","Lythraceae","n/a","invasive",NA,NA,"SOC","T1","SOC","g/kg","0-20",43.99,2.82,NA,17.8,10.26,NA,-0.904763878,"0-20"
"R32","Species choice inmangrove reforestationmay influence the quantity and quality of long-term carbon sequestration and storage","23.45","116.43","field","Mangroveplantations,sandybeaches&mudflats","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","Sonneratiaapetala Buch.-Ham.","Lythraceae","n/a","invasive",NA,NA,"SOC","T1","SOC","g/kg","20-40",38.52,0.53,NA,19.73,8.55,NA,-0.669037267,"20-40"
"R32","Species choice inmangrove reforestationmay influence the quantity and quality of long-term carbon sequestration and storage","23.45","116.43","field","Mangroveplantations,sandybeaches&mudflats","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","Sonneratiaapetala Buch.-Ham.","Lythraceae","n/a","invasive",NA,NA,"SOC","T1","SOC","g/kg","40-60",35.59,2.28,NA,14.99,6.77,NA,-0.864681387,"40-60"
"R32","Species choice inmangrove reforestationmay influence the quantity and quality of long-term carbon sequestration and storage","23.45","116.43","field","Mangroveplantations,sandybeaches&mudflats","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","Sonneratiaapetala Buch.-Ham.","Lythraceae","n/a","invasive",NA,NA,"SOC","T1","SOC","g/kg","60-80",26.21,2.4,NA,13.96,6.1,NA,-0.62994492,"60-80"
"R32","Species choice inmangrove reforestationmay influence the quantity and quality of long-term carbon sequestration and storage","23.45","116.43","field","Mangroveplantations,sandybeaches&mudflats","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","Sonneratiaapetala Buch.-Ham.","Lythraceae","n/a","invasive",NA,NA,"SOC","T1","SOC","g/kg","80-100",20.63,2,NA,10.01,1.88,NA,-0.723161734,"80-100"
"R36","Effects of Spartina Alterniflora Invasion on Soil Physical and Chemical Properties in Wetlands of the Yangtze River","31.25-31.28","121.50-122.05","field","SiltIsland","P.australis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"SOC","F5","SOC","mg/kg","0-100",5.70316301703162,0.21,3,7.02676399026763,0.29,3,0.209720531,"0-100"
"R36","Effects of Spartina Alterniflora Invasion on Soil Physical and Chemical Properties in Wetlands of the Yangtze River","31.25-31.28","121.50-122.05","field","SiltIsland","Bolboschoenoplectusmariqueter (Tang&F.T.Wang)Tatanov","Cyperaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"SOC","F5","SOC","mg/kg","0-100",2.88077858880778,0.21,3,5.5669099756691,0.04,3,0.65960476,"0-100"
"R38","Relationship among vegetation types and soil microbial biomass in the Loess Hilly region of China","36.254","109.3153","field","Forest","Platycladusorientalis(L.)Franco","Cupressaceae","n/a","Robiniapseudoacacia L.","Fabaceae","n/a","invasive",NA,NA,"SOC","T1","SOC","%","0-20",1.88,0.41569219381653,3,1.08,0.155884572681199,3,-0.554310736,"0-20"
"R38","Relationship among vegetation types and soil microbial biomass in the Loess Hilly region of China","36.254","109.3153","field","Forest","QuercuswutaishanseaMary","Fagaceae","n/a","Robiniapseudoacacia L.","Fabaceae","n/a","invasive",NA,NA,"SOC","T1","SOC","%","0-20",2.86,0.727461339178928,3,1.08,0.155884572681199,3,-0.973860584,"0-20"
"R38","Relationship among vegetation types and soil microbial biomass in the Loess Hilly region of China","36.254","109.3153","field","Forest","bushes","n/a","n/a","Robiniapseudoacacia L.","Fabaceae","n/a","invasive",NA,NA,"SOC","T1","SOC","%","0-20",2.26,0.467653718043597,3,1.08,0.155884572681199,3,-0.738403772,"0-20"
"R41","Effects of moso bamboo invasion on soil active organic carbon and nitrogen in a evergreen broad-leaved forest in subtropical China","33.41","120.00","field","forest","Quercusglauca","Fagaceae","n/a","Phyllostachysedulis","Poaceae","annual","invasive",NA,NA,"SOC","T3","SOC","g/kg","0-20",44.83,2.23,9,38.2,2.21,9,-0.160042043,"0-20"
"R41","Effects of moso bamboo invasion on soil active organic carbon and nitrogen in a evergreen broad-leaved forest in subtropical China","33.41","120.00","field","forest","Quercusglauca","Fagaceae","n/a","Phyllostachysedulis","Poaceae","annual","invasive",NA,NA,"SOC","T3","SOC","g/kg","0-20",44.83,2.23,9,38.2,2.21,9,-0.160042043,"0-20"
"R41","Effects of moso bamboo invasion on soil active organic carbon and nitrogen in a evergreen broad-leaved forest in subtropical China","33.41","120.00","field","forest","Quercusglauca","Fagaceae","n/a","Phyllostachysedulis","Poaceae","annual","invasive",NA,NA,"SOC","T3","SOC","g/kg","0-20",44.83,2.23,9,38.2,2.21,9,-0.160042043,"0-20"
"R41","Effects of moso bamboo invasion on soil active organic carbon and nitrogen in a evergreen broad-leaved forest in subtropical China","33.41","120.00","field","forest","Quercusglauca","Fagaceae","n/a","Phyllostachysedulis","Poaceae","annual","invasive",NA,NA,"SOC","T3","SOC","g/kg","0-20",44.83,2.23,9,38.2,2.21,9,-0.160042043,"0-20"
"R41","Effects of moso bamboo invasion on soil active organic carbon and nitrogen in a evergreen broad-leaved forest in subtropical China","30.1830-30.2455","119.2347-119.2827","field","turereserve","forest","n/a","n/a","Phyllostachysedulis","Poaceae","annual","invasive",NA,NA,"SOC","T1","SOC","g/kg","0-20",39.02,9.48,10,32.34,2.42,10,-0.187769481,"0-20"
"R44","Significant changes in soil microbial community structure and metabolic function after Mikania micrantha invasion","23.1305-23.1943","114.1921-114.2706","field","Forest","forest","MyrtaceaeJuss.","n/a","Mikaniamicrantha KunthinHumb.&al.","AsteraceaeBercht.&J.Presl","perennial","invasive",NA,NA,"SOC","T1","SOC","g/kg","0-10",27.32,4.26,6,26.77,5.5,6,-0.020337177,"0-10"
"R45","Impacts of Ipomoea cairica and Wedelia trilobata invasion on soil chemical and microbiological characteristics","23.09","113.21","field","hill","Neyraudiareyudia","Poaceae","perennial","Ipomoeacairica (L.)Sweet)","Convolvulaceae","perennial","invasive",NA,NA,"SOC","T2","SOC","g/kg","0-10",12.09,1.46,4,24.5,2.56,4,0.706294453,"0-10"
"R45","Impacts of Ipomoea cairica and Wedelia trilobata invasion on soil chemical and microbiological characteristics","23.09","113.21","field","hill","Neyraudiareyudia","Poaceae","perennial","Sphagneticolatrilobata(L.)Pruski","AsteraceaeBercht.&J.Presl","perennial","invasive",15.3,1022,"SOC","T2","SOC","g/kg","0-10",12.09,1.46,4,18.2,1.23,4,0.409042929,"0-10"
"R46","Effects of Spartina alterniflora invasion on soil carbon dynamics in wetlands of the Yangtze River estuary","31.25-31.28","121.50-122.05","field","SiltIsland","P.australis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"SOC","F5","SOC","kg/m2","0-20",1.18861209964412,0.06,3,1.40569395017793,0.43,3,0.169636397,"0-20"
"R46","Effects of Spartina alterniflora invasion on soil carbon dynamics in wetlands of the Yangtze River estuary","31.25-31.28","121.50-122.05","field","SiltIsland","P.australis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"SOC","F5","SOC","kg/m2","20-40",0.94306049822064,0.1,3,1.23843416370106,0.06,3,0.276986783,"20-40"
"R46","Effects of Spartina alterniflora invasion on soil carbon dynamics in wetlands of the Yangtze River estuary","31.25-31.28","121.50-122.05","field","SiltIsland","P.australis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"SOC","F5","SOC","kg/m2","40-60",0.9288256227758,0.03,3,1.06761565836298,0.05,3,0.140229341,"40-60"
"R46","Effects of Spartina alterniflora invasion on soil carbon dynamics in wetlands of the Yangtze River estuary","31.25-31.28","121.50-122.05","field","SiltIsland","P.australis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"SOC","F5","SOC","kg/m2","60-80",0.921708185053381,0.07,3,1.01067615658362,0.05,3,0.09333194,"60-80"
"R46","Effects of Spartina alterniflora invasion on soil carbon dynamics in wetlands of the Yangtze River estuary","31.25-31.28","121.50-122.05","field","SiltIsland","P.australis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"SOC","F5","SOC","kg/m2","80-100",0.786476868327402,0.06,3,0.854092526690391,0.07,3,0.073203404,"80-100"
"R46","Effects of Spartina alterniflora invasion on soil carbon dynamics in wetlands of the Yangtze River estuary","31.25-31.28","121.50-122.05","field","SiltIsland","Bolboschoenoplectusmariqueter (Tang&F.T.Wang)Tatanov","Cyperaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"SOC","F5","SOC","kg/m2","0-20",0.588045234248788,0.04,3,0.962843295638126,0.03,3,0.486810748,"0-20"
"R46","Effects of Spartina alterniflora invasion on soil carbon dynamics in wetlands of the Yangtze River estuary","31.25-31.28","121.50-122.05","field","SiltIsland","Bolboschoenoplectusmariqueter (Tang&F.T.Wang)Tatanov","Cyperaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"SOC","F5","SOC","kg/m2","20-40",0.668820678513731,0.05,3,0.988691437802908,0.04,3,0.390427231,"20-40"
"R46","Effects of Spartina alterniflora invasion on soil carbon dynamics in wetlands of the Yangtze River estuary","31.25-31.28","121.50-122.05","field","SiltIsland","Bolboschoenoplectusmariqueter (Tang&F.T.Wang)Tatanov","Cyperaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"SOC","F5","SOC","kg/m2","40-60",0.617124394184168,0.05,3,0.936995153473344,0.05,3,0.416160397,"40-60"
"R46","Effects of Spartina alterniflora invasion on soil carbon dynamics in wetlands of the Yangtze River estuary","31.25-31.28","121.50-122.05","field","SiltIsland","Bolboschoenoplectusmariqueter (Tang&F.T.Wang)Tatanov","Cyperaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"SOC","F5","SOC","kg/m2","60-80",0.539579967689822,0.05,3,0.798061389337641,0.08,3,0.393042588,"60-80"
"R46","Effects of Spartina alterniflora invasion on soil carbon dynamics in wetlands of the Yangtze River estuary","31.25-31.28","121.50-122.05","field","SiltIsland","Bolboschoenoplectusmariqueter (Tang&F.T.Wang)Tatanov","Cyperaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"SOC","F5","SOC","kg/m2","80-100",0.390953150242326,0.04,3,0.432956381260097,0.04,3,0.09763847,"80-100"
"R47","Spartina alterniflora invasion affects methane emissions in the Yangtze River estuary","31.25-31.28","121.50-122.05","field","SiltIsland","P.australis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"SOC","T1","SOC","mg/g","0-20",2.03,0.08,4,3.36,0.14,4,0.503905181,"0-20"
"R47","Spartina alterniflora invasion affects methane emissions in the Yangtze River estuary","31.25-31.28","121.50-122.05","field","SiltIsland","P.australis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"SOC","T1","SOC","mg/g","0-20",0.66,0.08,4,3.77,0.26,4,1.742590445,"0-20"
"R48","Non-linear impacts of Eucalyptus plantation stand age on soil microbial metabolic diversity","22.14-22.21","107.47-107.56","field","Forestfarm","Pinusmassonia Lamb.","PiceaeSpreng.exF.Rudolphi","n/a","EucalyptusurophyllaS.T.Blake&Eucalyptusgrandis W.HillexMaiden","MyrtaceaeJuss.","n/a","turalized",NA,NA,"SOC","T1","SOC","g/kg","0-10",13.35,0.85,3,17.17,0.79,3,0.25164729,"0-10"
"R49","Changes in plant community and soil ecological indicators in response to Prosopis juliflora and Acacia mearnsii invasion and removal in two biodiversity hotspots in Southern India","10.2942","79.8579","field","plain","n/a","n/a","n/a","Prosopisjuliflora (Sw.)DC.","Fabaceae","n/a","turalized",29.5,1250,"SOC","T2","SOC","mg/g","0-10",6.7,NA,12,7.9,NA,12,0.164755233,"0-10"
"R49","Changes in plant community and soil ecological indicators in response to Prosopis juliflora and Acacia mearnsii invasion and removal in two biodiversity hotspots in Southern India","10.2942","79.8579","field","plain","n/a","n/a","n/a","Acaciapolystachya A.Cunn_exBenth.","Fabaceae","n/a","turalized",29.5,1250,"SOC","T2","SOC","mg/g","0-10",119,NA,12,142,NA,12,0.176703564,"0-10"
"R51","Biochemical characterization and mycorrhizal fungal community of plant species in the Brazilian seasonal dry forest","-37.82","-6.81","field","n/a","M.tenuiflora","Fabaceae","n/a","Ctenitismadagascariensis","DryopteridaceaeHene","n/a","invasive",28,936.07,"SOC","T1","SOC","g/kg","0-20",2.1,0.18,12,4.59,0.27,12,0.781942679,"0-20"
"R52","Characteristics of Particulate Organic Carbon and Nitrogen in Soil of Leucaena leucocephala Plantation in the Dry-hot Valley","25.31-26.07","101.36-102.07","field","rivervalley","TermiliafranchetiiGagnep.\PhyllanthusemblicaLinn.\Dodoeaviscosa(L.)Jacq)\(OsteomelesschwerieSchneid.)\(DiospyrosdumetorumW.W.Smith)","n/a","n/a","Leucaeleucocephala(Lam.)deWit","Fabaceae","n/a","invasive",NA,NA,"SOC","T2","SOC","g/kg","0-10",13.42,2.42,4,61.06,15.31,4,1.51515856,"0-10"
"R53","Response of bacterial community characteristics in the rhizosphere soil of Stellera chamaejasme L. to its expansion on the Qinghai-Tibet Plateau","30.3-30.4","101.37-101.43","field","plateau","n/a","n/a","n/a","Stellerachamaejasme L.","ThymelaeaceaeJuss.","n/a","invasive",7,NA,"SOC","T1","SOC","g/kg","0-20",50.79,1.71,3,54.5,2.6,3,0.070501217,"0-20"
"R58","Transition From Sagebrush Steppe to Annual Grass (Bromus tectorum): Influence on Belowground Carbon and Nitrogen","n/a","n/a","field","grassland","Artemisiatridentata Nutt.","AsteraceaeBercht.&J.Presl","n/a","Bromustectorum L.","Poaceae","annual","invasive",NA,NA,"SOC","F3","SOC","mg/ha","9cm-1m",44.5384615384615,3.23,4,38.5384615384615,3.23,4,-0.144690999,"9cm-1m"
"R59","Chromoleana odorata fallow-cropping cycles maintain soil carbon stocks and yam yields 40 years after conversion of native- to farmland, implications for forest conservation","4.55-5.00","6.10-6.15","field","forest&grassland","forest","Lecaniodiscuscupanioides(Sapindaceae),Dialiumguineense(Caesalpiniaceae),Antiarisafrica(Moraceae),Diospyrosmespiliformis
(Ebeceae),Colagigantea(Sterculiaceae),Olaxsubscorpioidea(Olacaceae),Mimusopskumel(Sapotaceae),Milletiazechi
(Fabaceae),Griffoniasimplicifolia(Caesalpiniaceae),Celtisprantlii(Ulmaceae),Olyralatifolia(Poaceae),Uvariaovata(Annoceae)","n/a","Chromolaeodorata (L.)R.M.King&H.Rob.)","AsteraceaeBercht.&J.Presl","perennial","invasive",27.9,1218,"SOC","T4","SOC","g/kg","0-10",21.9,3.35410196624968,5,23.4,4.91934955049954,5,0.066249386,"0-10"
"R59","Chromoleana odorata fallow-cropping cycles maintain soil carbon stocks and yam yields 40 years after conversion of native- to farmland, implications for forest conservation","4.55-5.00","6.10-6.15","field","forest&grassland","forest","Lecaniodiscuscupanioides(Sapindaceae),Dialiumguineense(Caesalpiniaceae),Antiarisafrica(Moraceae),Diospyrosmespiliformis
(Ebeceae),Colagigantea(Sterculiaceae),Olaxsubscorpioidea(Olacaceae),Mimusopskumel(Sapotaceae),Milletiazechi
(Fabaceae),Griffoniasimplicifolia(Caesalpiniaceae),Celtisprantlii(Ulmaceae),Olyralatifolia(Poaceae),Uvariaovata(Annoceae)","n/a","Chromolaeodorata (L.)R.M.King&H.Rob.)","AsteraceaeBercht.&J.Presl","perennial","invasive",27.9,1218,"SOC","T4","SOC","g/kg","10-20",12.7,1.78885438199983,5,13.3,3.35410196624968,5,0.046162042,"10-20"
"R59","Chromoleana odorata fallow-cropping cycles maintain soil carbon stocks and yam yields 40 years after conversion of native- to farmland, implications for forest conservation","4.55-5.00","6.10-6.15","field","forest&grassland","forest","Lecaniodiscuscupanioides(Sapindaceae),Dialiumguineense(Caesalpiniaceae),Antiarisafrica(Moraceae),Diospyrosmespiliformis
(Ebeceae),Colagigantea(Sterculiaceae),Olaxsubscorpioidea(Olacaceae),Mimusopskumel(Sapotaceae),Milletiazechi
(Fabaceae),Griffoniasimplicifolia(Caesalpiniaceae),Celtisprantlii(Ulmaceae),Olyralatifolia(Poaceae),Uvariaovata(Annoceae)","n/a","Chromolaeodorata (L.)R.M.King&H.Rob.)","AsteraceaeBercht.&J.Presl","perennial","invasive",27.9,1218,"SOC","T4","SOC","g/kg","20-40",8,1.34164078649987,5,7.6,2.01246117974981,5,-0.051293294,"20-40"
"R59","Chromoleana odorata fallow-cropping cycles maintain soil carbon stocks and yam yields 40 years after conversion of native- to farmland, implications for forest conservation","4.55-5.00","6.10-6.15","field","forest&grassland","grassland","Brideliaferruginea(Euphorbiacea),Cussoniabarteri(Araliaceae),Crossopteryxfebrifuga(Rubiaceae),Termiliaglaucescens
(Combretaceae),Annosenegalensis(Annoceae),Piliostigmathonningii(Ceasalpiniaceae),Borassusaethiopum(Araceae),
Hyparrheniadiplandra(Poaceae),Imperatacylindrica(Poaceae),Andropogonschirensis(Poaceae)","n/a","Chromolaeodorata (L.)R.M.King&H.Rob.)","AsteraceaeBercht.&J.Presl","perennial","invasive",27.9,1218,"SOC","T4","SOC","g/kg","0-10",10.2,5.59016994374947,5,14.2,2.23606797749979,5,0.330854244,"0-10"
"R59","Chromoleana odorata fallow-cropping cycles maintain soil carbon stocks and yam yields 40 years after conversion of native- to farmland, implications for forest conservation","4.55-5.00","6.10-6.15","field","forest&grassland","grassland","Brideliaferruginea(Euphorbiacea),Cussoniabarteri(Araliaceae),Crossopteryxfebrifuga(Rubiaceae),Termiliaglaucescens
(Combretaceae),Annosenegalensis(Annoceae),Piliostigmathonningii(Ceasalpiniaceae),Borassusaethiopum(Araceae),
Hyparrheniadiplandra(Poaceae),Imperatacylindrica(Poaceae),Andropogonschirensis(Poaceae)","n/a","Chromolaeodorata (L.)R.M.King&H.Rob.)","AsteraceaeBercht.&J.Presl","perennial","invasive",27.9,1218,"SOC","T4","SOC","g/kg","10-20",6.8,3.35410196624968,5,8.7,2.23606797749979,5,0.246400413,"10-20"
"R59","Chromoleana odorata fallow-cropping cycles maintain soil carbon stocks and yam yields 40 years after conversion of native- to farmland, implications for forest conservation","4.55-5.00","6.10-6.15","field","forest&grassland","grassland","Brideliaferruginea(Euphorbiacea),Cussoniabarteri(Araliaceae),Crossopteryxfebrifuga(Rubiaceae),Termiliaglaucescens
(Combretaceae),Annosenegalensis(Annoceae),Piliostigmathonningii(Ceasalpiniaceae),Borassusaethiopum(Araceae),
Hyparrheniadiplandra(Poaceae),Imperatacylindrica(Poaceae),Andropogonschirensis(Poaceae)","n/a","Chromolaeodorata (L.)R.M.King&H.Rob.)","AsteraceaeBercht.&J.Presl","perennial","invasive",27.9,1218,"SOC","T4","SOC","g/kg","20-40",5.2,1.78885438199983,5,5.2,2.68328157299975,5,0,"20-40"
